0,0.6577
1,0.6644
2,0.6721
3,0.6807
4,0.6870
5,0.6920
6,0.6974
7,0.7027
8,0.7086
9,0.7142
10,0.7197
11,0.7245
12,0.7289
13,0.7338
14,0.7375
15,0.7411
16,0.7476
17,0.7540
18,0.7601
19,0.7655
20,0.7706
21,0.7756
22,0.7803
23,0.7849
24,0.7894
25,0.7937
26,0.7985
27,0.8058
28,0.8109
29,0.8161
30,0.8198
31,0.8260
32,0.8310
33,0.8360
34,0.8409
35,0.8438
36,0.8481
37,0.8510
38,0.8553
39,0.8602
40,0.8638
41,0.8677
42,0.8725
43,0.8756
44,0.8792
45,0.8830
46,0.8861
47,0.8898
48,0.8928
49,0.8953
